Catalog,Opus,Number,Peters,Date,Ensemble,Label,Issue,Notes
054_2,54,2,1,2003,Quatuor Ysaÿe,Aeon,AECD 0313,
054_2,54,2,1,1995,Salomon String Quartet,Hyperion,CDA66971,
054_2,54,2,1,1989,Smithson String Quartet,Deutsche Harmonia Mundi,77028-2-RC,
054_2,54,2,1,1985,Tátrai Vonósnégyes,Hungaroton,SLPX 12506--SLPX 12508,Also issued as HCD 12506-2--HCD 12507-2
054_2,54,2,1,2018,Tesla Quartet,Orchid Classics,ORC100085,
054_2,54,2,1,1985,Vilniaus kvartetas,Melodii︠ a︡,S10 22335 000,
054_3,54,3,1,1975,Aeolian Quartet,London,STS 15346--STS 15348,Also issued as Argo HDNS 67--HDNS 69); re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
054_3,54,3,1,1964,Allegri String Quartet,Westminster,WST 17094,"Also issued as XWN 19094; re-released in 1965 as His Master's Voice CLP 3502, and in 1970 as ABS MS-843"
054_3,54,3,1,1982,Amadeus String Quartet,Deutsche Grammophon,2740 250 (2562 282--2562 295),"Previously released(?); re-released in 1992 as 437 134-2 (437-135-2--437-136-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
054_3,54,3,1,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
054_3,54,3,1,2009,Auryn-Quartett,Tacet,176,
054_3,54,3,1,2009,Buchberger Quartett,Brilliant Classics,93871,
054_3,54,3,1,1964,Dékany Quartet,Vox,SVBX 559,Also issued as VBX 59
054_3,54,3,1,1988,Endellion String Quartet,Virgin,VC 7 90719-2,Re-released in 1998 as 7243 5 61436 2 3 (7243 5 61437 2 2--7243 5 61438 2 1)
054_3,54,3,1,2009,Festetics Vonósnégyes,Arcana,A 416,Re-released in 2014 as Arcana A 378
054_3,54,3,1,1966,Juilliard String Quartet,Epic,BC 1331,Also issued as LC 3931; re-released in 1974 as CBS 61 549 and in 2018 as Sony 88985470132
054_3,54,3,1,1990,Kodály Vonósnégyes,Naxos,8.550395,
054_3,54,3,1,1987,Lindsay String Quartet,ASV,CD DCA 582,Re-released in 1988 as Musical Heritage Society MHS 912129(K)
054_3,54,3,1,2017,London Haydn Quartet,Hyperion,CDA68160,
054_3,54,3,1,2010,Párkányí Quartet,Praga Digitals,PRD/DSD 250 272,
054_3,54,3,1,1939,Quatuor Pro Arte,Victor,M 528,"May be re-release of His Master's Voice D.B.3115--D.B.3121; re-released in 1994 as Testament SBT 4056, in 1998 as Strings QT99383, in 2002 as Allegro CDO 4012 and in 2017 as Warner Classics 0190295869182"
054_3,54,3,1,2003,Quatuor Ysaÿe,Aeon,AECD 0313,
054_3,54,3,1,1995,Salomon String Quartet,Hyperion,CDA66971,
054_3,54,3,1,1985,Tátrai Vonósnégyes,Hungaroton,SLPX 12506--SLPX 12508,Also issued as HCD 12506-2--HCD 12507-2
055_1,55,1,3,1975,Aeolian Quartet,London,STS 15346--STS 15348,Also issued as Argo HDNS 67--HDNS 69); re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
055_1,55,1,3,1964,Allegri String Quartet,Westminster,WST 17084,Also issued as XWN 19084; re-released as Music Guild MS 837
055_1,55,1,3,1982,Amadeus String Quartet,Deutsche Grammophon,2740 250 (2562 282--2562 295),"Previously released(?); re-released in 1992 as 437 134-2 (437-135-2--437-136-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
055_1,55,1,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
055_1,55,1,3,2010,Auryn-Quartett,Tacet,184,
055_1,55,1,3,2008,Buchberger Quartett,Brilliant Classics,93782/100,Recorded in 2008; re-released in 2009 as 93871
055_1,55,1,3,1964,Dékany Quartet,Vox,SVBX 559,Also issued as VBX 59
055_1,55,1,3,2009,Festetics Vonósnégyes,Arcana,A 416,Re-released in 2014 as Arcana A 378
055_1,55,1,3,1990,Kodály Vonósnégyes,Naxos,8.550397,
055_1,55,1,3,1994,Lindsay String Quartet,ASV,CD DCA 906,
055_1,55,1,3,2017,London Haydn Quartet,Hyperion,CDA68160,
055_1,55,1,3,2009,Meta4 (String quartet),Hänssler Classic,CD 98.587,
055_1,55,1,3,1997,Panochkovo kvarteto,Supraphon,SU 3192-2 131,
055_1,55,1,3,1939,Quatuor Pro Arte,Victor,M 528,May be re-release of His Master's Voice D.B.3115--D.B.3121; re-released in 1994 as Testament SBT 4056 and in 2017 as Warner Classics 0190295869182
055_1,55,1,3,1995,Salomon String Quartet,Hyperion,CDA66972,
055_1,55,1,3,1985,Tátrai Vonósnégyes,Hungaroton,SLPX 12506--SLPX 12508,Also issued as HCD 12506-2--HCD 12507-2
055_2,55,2,3,1975,Aeolian Quartet,London,STS 15346--STS 15348,Also issued as Argo HDNS 67--HDNS 69); re-released in 2009 as Decca 478 1267
055_2,55,2,3,1964,Allegri String Quartet,Westminster,WST 17084,Also issued as XWN 19084; re-released as Music Guild MS 837
055_2,55,2,3,1982,Amadeus String Quartet,Deutsche Grammophon,2740 250 (2562 282--2562 295),"Previously released(?); re-released in 1992 as 437 134-2 (437-135-2--437-136-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
055_2,55,2,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
055_2,55,2,3,2010,Auryn-Quartett,Tacet,184,
055_2,55,2,3,2008,Buchberger Quartett,Brilliant Classics,93782/100,Recorded in 2008; re-released in 2009 as 93871
055_2,55,2,3,1964,Dékany Quartet,Vox,SVBX 559,Also issued as VBX 59
055_2,55,2,3,2009,Festetics Vonósnégyes,Arcana,A 416,
055_2,55,2,3,1990,Kodály Vonósnégyes,Naxos,8.550397,
055_2,55,2,3,1994,Lindsay String Quartet,ASV,CD DCA 906,Re-released in 1998 as CD DCS 236 and in 2003 as Musical Heritage Society 5270415
055_2,55,2,3,2017,London Haydn Quartet,Hyperion,CDA68160,
055_2,55,2,3,2009,Meta4 (String quartet),Hänssler Classic,CD 98.587,
055_2,55,2,3,1997,Panochkovo kvarteto,Supraphon,SU 3192-2 131,
055_2,55,2,3,1983,Salomon String Quartet,Folio Society,FS 1013--FS 1014,Recorded in 1982; re-released in 1985 as Oiseau Lyre 414 172-1
055_2,55,2,3,1995,Salomon String Quartet,Hyperion,CDA66972,Recorded in 1994
055_2,55,2,3,1966,Stuyvesant String Quartet,Nonesuch,H 71114,
055_2,55,2,3,1985,Tátrai Vonósnégyes,Hungaroton,SLPX 12506--SLPX 12508,Also issued as HCD 12506-2--HCD 12507-2
055_3,55,3,3,1975,Aeolian Quartet,London,STS 15346--STS 15348,Also issued as Argo HDNS 67--HDNS 69); re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
055_3,55,3,3,1964,Allegri String Quartet,Westminster,WST 17084,Also issued as XWN 19084; re-released as Music Guild MS 837
055_3,55,3,3,1982,Amadeus String Quartet,Deutsche Grammophon,2740 250 (2562 282--2562 295),"Previously released(?); re-released in 1992 as 437 134-2 (437-135-2--437-136-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
055_3,55,3,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 478 3695 (478 3782--478 3802)
055_3,55,3,3,2010,Auryn-Quartett,Tacet,184,
055_3,55,3,3,2008,Buchberger Quartett,Brilliant Classics,93782/100,Recorded in 2008; re-released in 2009 as 93871
055_3,55,3,3,1964,Dékany Quartet,Vox,SVBX 559,Also issued as VBX 59
055_3,55,3,3,2009,Festetics Vonósnégyes,Arcana,A 416,
055_3,55,3,3,1990,Kodály Vonósnégyes,Naxos,8.550397,
055_3,55,3,3,1994,Lindsay String Quartet,ASV,CD DCA 906,
055_3,55,3,3,2017,London Haydn Quartet,Hyperion,CDA68160,
055_3,55,3,3,2009,Meta4 (String quartet),Hänssler Classic,CD 98.587,
055_3,55,3,3,1997,Panochkovo kvarteto,Supraphon,SU 3192-2 131,
055_3,55,3,3,1939,Quatuor Pro Arte,Victor,M 595,Re-released in 1994 as Testament SBT 4056 and in 2017 as Warner Classics 0190295869182
055_3,55,3,3,1995,Salomon String Quartet,Hyperion,CDA66972,
055_3,55,3,3,1985,Tátrai Vonósnégyes,Hungaroton,SLPX 12506--SLPX 12508,Also issued as HCD 12506-2--HCD 12507-2
055_3,55,3,3,1992,Wiener Konzerthausquartett,Preiser,90909--90912,
064_1,64,1,3,1976,Aeolian Quartet,London,STS 15447-STS 15452,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
064_1,64,1,3,1974,Amadeus String Quartet,Deutsche Grammophon,2740 107 (2563 304--2563 309),"Recorded in 1973; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1990 as 431 145-2 (431 146-2--431 148-2) and in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
064_1,64,1,3,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
064_1,64,1,3,2010,Auryn-Quartett,Tacet,189,
064_1,64,1,3,2008,Buchberger Quartett,Brilliant Classics,93782/97--98782/98,
064_1,64,1,3,1988,Caspar da Salo Quartett,Pilz,CD 160404,"Re-released in 1990 as Sonia Classic 74 479, in 1993 as Aurophon AU 34002 and in 1999 as Biem/Stemra MM 2067"
064_1,64,1,3,2018,Doric String Quartet,Chandos,CHAN10971(2),
064_1,64,1,3,1992,Festetics Vonósnégyes,Quintana,QUI 903040--QUI 903041,Recorded in 1991; re-released in 1995 as Harmonia Mundi HMA 1903040--HMA 1903041
064_1,64,1,3,2003,Festetics Vonósnégyes,Arcana,A 417,Recorded in 2002; re-released in 2014 as Arcana A 378
064_1,64,1,3,1960,Fine Arts Quartet,Murray Hill,S-4366,Re-released as Vox SVBX 597
064_1,64,1,3,1993,Kodály Vonósnégyes,Naxos,8.550673,
064_1,64,1,3,2018,Leipziger Streichquartett,MDG Gold,MDG 307 2093-2,
064_1,64,1,3,2001,Lindsay String Quartet,ASV,CD DCA 1083,
064_1,64,1,3,2018,London Haydn Quartet,Hyperion,CDA68221,
064_1,64,1,3,1977,Medici String Quartet,EMI His Master's Voice,SLS 5077 (HQS 1371--HQS 1373),Re-released in 2007 as 0946 3 97717 2 1
064_1,64,1,3,2003,Quatuor Mosaïques,Astrée,E 8886,Recorded in 2003; re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
064_1,64,1,3,1996,Salomon String Quartet,Hyperion,CDA67011,
064_1,64,1,3,2014,Schneider Quartet,Music & Arts,CD-1281,Recorded between 1951 and 1953
064_1,64,1,3,1977,Tátrai Vonósnégyes,Hungaroton,SLPX 11838--SLPX 11840,Re-released in 1987 as HCD 11838-2--HCD 11839-2
064_1,64,1,3,1954,Wiener Konzerthausquartett,Westminster,WL 5314,Re-released in 1957 as XWN 18603 and in 2016 as Scribendum SC804; possibly a re-release: Preiser 90909--90912
064_2,64,2,1,1976,Aeolian Quartet,London,STS 15447-STS 15452,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
064_2,64,2,1,1974,Amadeus String Quartet,Deutsche Grammophon,2740 107 (2563 304--2563 309),"Recorded in 1973; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1990 as 431 145-2 (431 146-2--431 148-2) and in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Audite 21.426"
064_2,64,2,1,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
064_2,64,2,1,2010,Auryn-Quartett,Tacet,189,
064_2,64,2,1,2008,Buchberger Quartett,Brilliant Classics,93782/97--98782/98,
064_2,64,2,1,1988,Caspar da Salo Quartett,Pilz,CD 160404,Re-released in 1993 as Aurophon AU 34002
064_2,64,2,1,2018,Doric String Quartet,Chandos,CHAN10971(2),
064_2,64,2,1,1992,Festetics Vonósnégyes,Quintana,QUI 903040--QUI 903041,Recorded in 1991; re-released in 1995 as Harmonia Mundi HMA 1903040--HMA 1903041
064_2,64,2,1,2003,Festetics Vonósnégyes,Arcana,A 417,Recorded in 2002; re-released in 2014 as Arcana A 378
064_2,64,2,1,1960,Fine Arts Quartet,Murray Hill,S-4366,Re-released as Vox SVBX 597
064_2,64,2,1,1993,Kodály Vonósnégyes,Naxos,8.550673,
064_2,64,2,1,2018,Leipziger Streichquartett,MDG Gold,MDG 307 2093-2,
064_2,64,2,1,2001,Lindsay String Quartet,ASV,CD DCA 1083,
064_2,64,2,1,2018,London Haydn Quartet,Hyperion,CDA68221,
064_2,64,2,1,1977,Medici String Quartet,EMI His Master's Voice,SLS 5077 (HQS 1371--HQS 1373),Re-released in 2007 as 0946 3 97717 2 1
064_2,64,2,1,1973,Quartett Collegium Aureum,BASF Harmonia Mundi,HB 20339,
064_2,64,2,1,2001,Quatuor Mosaïques,Astrée,E 8875,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
064_2,64,2,1,1996,Salomon String Quartet,Hyperion,CDA67011,
064_2,64,2,1,1977,Tátrai Vonósnégyes,Hungaroton,SLPX 11838--SLPX 11840,Re-released in 1987 as HCD 11838-2--HCD 11839-2
064_2,64,2,1,1956,Wiener Konzerthausquartett,Westminster,XWN 18015,"Discogs gives 1962 as date; also issued as WN 18015; re-released in 2016 as Scribendum SC804; possible re-releases: Westminster XWN 18603, Preiser 90905--90908"
064_3,64,3,1,1976,Aeolian Quartet,London,STS 15447-STS 15452,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
064_3,64,3,1,1957,Amadeus String Quartet,His Master's Voice,ALP 1579,"Recorded in 1957; re-released in 1960 as Deutsche Grammophon LPM 18392 and SLPM 138 071, in 2003 as Deutsche Grammophon 474 730-2 and in 2009 as Brilliant Classics 93807"
064_3,64,3,1,1974,Amadeus String Quartet,Deutsche Grammophon,2740 107 (2563 304--2563 309),"Recorded in 1973; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1990 as 431 145-2 (431 146-2--431 148-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Audite 21.426 and as Deutsche Grammophon 00289 479 758"
064_3,64,3,1,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
064_3,64,3,1,2010,Auryn-Quartett,Tacet,189,
064_3,64,3,1,1984,Berliner Streichquartett,Eterna,8 27 808,
064_3,64,3,1,2008,Buchberger Quartett,Brilliant Classics,93782/97--98782/98,
064_3,64,3,1,1988,Caspar da Salo Quartett,Pilz,CD 160404,Re-released in 1993 as Aurophon AU 34002
064_3,64,3,1,2018,Doric String Quartet,Chandos,CHAN10971(2),
064_3,64,3,1,1923,English String Quartet,Columbia,5052-M--5053-M,
064_3,64,3,1,1992,Festetics Vonósnégyes,Quintana,QUI 903040--QUI 903041,Recorded in 1991; re-released in 1995 as Harmonia Mundi HMA 1903040--HMA 1903041
064_3,64,3,1,2003,Festetics Vonósnégyes,Arcana,A 417,Recorded in 2002; re-released in 2014 as Arcana A 378
064_3,64,3,1,1960,Fine Arts Quartet,Murray Hill,S-4366,Re-released as Vox SVBX 597
064_3,64,3,1,1993,Kodály Vonósnégyes,Naxos,8.550673,
064_3,64,3,1,2012,Leipziger Streichquartett,MDG Gold,MDG 307 1723-2,
064_3,64,3,1,2001,Lindsay String Quartet,ASV,CD DCA 1083,
064_3,64,3,1,2018,London Haydn Quartet,Hyperion,CDA68221,
064_3,64,3,1,1977,Medici String Quartet,EMI His Master's Voice,SLS 5077 (HQS 1371--HQS 1373),Re-released in 2007 as 0946 3 97717 2 1
064_3,64,3,1,2003,Quatuor Mosaïques,Astrée,E 8886,Recorded in 2003; re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
064_3,64,3,1,1940,Quatuor Pro Arte,Victor,M 689,"Re-released in 1994 as Testament SBT 3055, in 1999 as Fono Enterprise QT 99-388 and as Grammofono 2000 AB 78 926, in 2002 as Allegro CDO 4012 and in 2017 as Warner Classics 0190295869182"
064_3,64,3,1,1996,Salomon String Quartet,Hyperion,CDA67011,
064_3,64,3,1,1977,Tátrai Vonósnégyes,Hungaroton,SLPX 11838--SLPX 11840,Re-released in 1987 as HCD 11838-2--HCD 11839-2
064_3,64,3,1,1954,Wiener Konzerthausquartett,Westminster,WL 5314,Re-released in 1957 as XWN 18604 and in 2016 as Scribendum SC804; possibly a re-release: Preiser 90909-90912
064_4,64,4,1,1976,Aeolian Quartet,London,STS 15447-STS 15452,"Re-released in 1997 as 455 261-2, in 1999 as 466 441-2 and in 2009 as Decca 478 1267"
064_4,64,4,1,1974,Amadeus String Quartet,Deutsche Grammophon,2740 107 (2563 304--2563 309),"Recorded in 1973; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1990 as 431 145-2 (431 146-2--431 148-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Audite 21.426 and as Deutsche Grammophon 00289 479 7589"
064_4,64,4,1,2011,American String Project,MSR Classics,MS 1386,
064_4,64,4,1,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
064_4,64,4,1,2010,Auryn-Quartett,Tacet,189,
064_4,64,4,1,1984,Berliner Streichquartett,Eterna,8 27 808,
064_4,64,4,1,2008,Buchberger Quartett,Brilliant Classics,93782/97--98782/98,
064_4,64,4,1,1988,Caspar da Salo Quartett,Pilz,CD 160116,Re-released in 1993 as Aurophon AU 34002
064_4,64,4,1,2018,Doric String Quartet,Chandos,CHAN10971(2),
064_4,64,4,1,1992,Festetics Vonósnégyes,Quintana,QUI 903040--QUI 903041,Recorded in 1991; Re-released in 1995 as Harmonia Mundi HMA 1903040--HMA 1903041
064_4,64,4,1,2003,Festetics Vonósnégyes,Arcana,A 417,Recorded in 2002; re-released in 2014 as Arcana A 378
064_4,64,4,1,1960,Fine Arts Quartet,Murray Hill,S-4366,Re-released as Vox SVBX 597
064_4,64,4,1,1993,Kodály Vonósnégyes,Naxos,8.550674,
064_4,64,4,1,2012,Leipziger Streichquartett,MDG Gold,MDG 307 1723-2,
064_4,64,4,1,2002,Lindsay String Quartet,ASV,CD DCA 1084,
064_4,64,4,1,2018,London Haydn Quartet,Hyperion,CDA68221,
064_4,64,4,1,1977,Medici String Quartet,EMI His Master's Voice,SLS 5077 (HQS 1371--HQS 1373),Re-released in 2007 as 0946 3 97717 2 1
064_4,64,4,1,2009,Minetti Quartett,Hänssler Classic,CD 98.589,
064_4,64,4,1,2001,Quatuor Mosaïques,Astrée,E 8875,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
064_4,64,4,1,1939,Quatuor Pro Arte,Victor,M 528,"May be re-release of His Master's Voice D.B.3115--D.B.3121; re-released in 1994 as Testament SBT 4056, in 1999 as Fono Enterprise QT 99-388 and as Grammofono 2000 AB 78 926, in 2002 as Allegro CDO 4012 and in 2017 as Warner Classics 0190295869182"
064_4,64,4,1,1996,Salomon String Quartet,Hyperion,CDA67012,
064_4,64,4,1,1977,Tátrai Vonósnégyes,Hungaroton,SLPX 11838--SLPX 11840,Re-released in 1987 as HCD 11838-2--HCD 11839-2
064_4,64,4,1,1950,Wiener Konzerthausquartett,Westminster,XWN 18027,"Also issued as WN 18027; re-released in 2016 as Scribendum SC804; possible re-releases: Westminster XWN 18604, Preiser 90909-90912"
064_5,64,5,2,1942,[Unidentified ensemble],Music Appreciation Records,CM-39--CM-44,
064_5,64,5,2,2013,Adamas Quartet,Gramola,99011,
064_5,64,5,2,1976,Aeolian Quartet,London,STS 15447-STS 15452,Re-released in 1997 as 455 261-2 and in 2009 as Decca 478 1267
064_5,64,5,2,1974,Amadeus String Quartet,Deutsche Grammophon,2740 107 (2563 304--2563 309),"Recorded in 1974; re-released in 1982 as 2740 250 (2562 282--2562 295), in 1990 as 431 145-2 (431 146-2--431 148-2), in 2004 as 00289 477 5145, in 2009 as 00289 477 8116 and in 2017 as Deutsche Grammophon 00289 479 7589"
064_5,64,5,2,1950,American Art Quartet,RCA,LBC-1073,
064_5,64,5,2,2000,Angeles Quartet,Philips,464 650-2,Re-released in 2012 as Decca 9001332 and as Decca 478 3695 (478 3782--478 3802)
064_5,64,5,2,2010,Auryn-Quartett,Tacet,189,
064_5,64,5,2,1960,Barcelona String Quartet,Baroque Records,BUS 2818,Also issued as BU 2818 and BU 1818
064_5,64,5,2,1994,Bartók Vonósnégyes,Collins Classics,EC 3632-2,
064_5,64,5,2,1976,Benthien-Quartett,Audio Fidelity,FCS 50078,
064_5,64,5,2,1976,Berliner Streichquartett,Denon,OX-7073-ND,
064_5,64,5,2,2008,Buchberger Quartett,Brilliant Classics,93782/97--98782/98,
064_5,64,5,2,1949,Budapest String Quartet,Columbia,ML 4216,Also issued as ML 54216; re-released in 1996 as Bridge 9067
064_5,64,5,2,2018,Calidore String Quartet,BBC,BBC MM425,
064_5,64,5,2,1988,Caspar da Salo Quartett,Digital Concerto,CCT 618,"Also issued as Pilz CD 160116 and as CD 160209; re-released in 1989 as Aurophon AU 31407, in 1990 as Sonia Classic 74 479, in the 1990s as Pilz 140 209-2 and Platinum Disc GCH 2415, in 1991 as Selcor GCH 2415, in 1992 as Point Productions 2550392, in 1993 as Aurophon AU 34002 and in 1994 as Onyx Classix 66552 and Point Classics 2650392"
064_5,64,5,2,1976,Cleveland Quartet,RCA,ARL1-1409,Also issued as AGL1-4899
064_5,64,5,2,2012,Danish String Quartet,Avi-Music,8553264,
064_5,64,5,2,1960,Dékany Quartet,Classical Cassette Club,CCC-11,
064_5,64,5,2,2018,Doric String Quartet,Chandos,CHAN10971(2),
064_5,64,5,2,2001,Emerson String Quartet,Deutsche Grammophon,289 471 327-2 (289 471 328-2--289 471 330-2),Re-released in 2016 as 00289 479 5982
064_5,64,5,2,2012,Endellion String Quartet,Warner Classics,2564 65720-7,
064_5,64,5,2,1992,Festetics Vonósnégyes,Quintana,QUI 903040--QUI 903041,Recorded in 1991; re-released in 1995 as Harmonia Mundi HMA 1903040--HMA 1903041
064_5,64,5,2,2003,Festetics Vonósnégyes,Arcana,A 417,Recorded in 2002; re-released in 2014 as Arcana A 378
064_5,64,5,2,1986,Fine Arts Quartet,Lodia,LO-CD 7701,Recorded in 1986
064_5,64,5,2,1960,Fine Arts Quartet,Murray Hill,S-4366,Re-released as Vox SVBX 597
064_5,64,5,2,1973,Flonzaley Quartet,RCA,VCM 7103,Re-released in 1994 as LAB 089--LAB 090
064_5,64,5,2,1984,Freskkvartetten,Polar,POLS 381,Also issued as PMC 381
064_5,64,5,2,1987,Gabrieli Quartet,Chandos,CHAN 8531,
064_5,64,5,2,1989,Hagen-Quartett,Deutsche Grammophon,423 622-2,Recorded in 1988
064_5,64,5,2,1995,Henschel Quartett,Mediaphon,MED 72.148,
064_5,64,5,2,2004,Jerusalem Quartet,Harmonia Mundi France,HMC 901823,Re-released in 2008 as HMX 2961823
064_5,64,5,2,1987,Joachim Quartett,Thorofon,CTH 2010,
064_5,64,5,2,1993,Kodály Vonósnégyes,Naxos,8.550674,Re-released in 1998 as 8.554429
064_5,64,5,2,1960,Kroll Quartet,Epic,LC 3690,Also issued as BC 1081 and SC 6037
064_5,64,5,2,1969,Kvartet imeni Borodina,Olympia,501063,"Re-released as Eurodisc 25 945 HK, as Melodii︠ a︡   33SM-02267--33SM-02268, in 1992 as Mezhdunarodnaya Kniga MK 418019, in 2006 as Melodii︠ a︡   MEL CD 10 01021 and in 2015 as Musical Concepts ALC 1297"
064_5,64,5,2,1971,Kwartet Wilanowski,Muza,SXL 0819,
064_5,64,5,2,2012,Leipziger Streichquartett,MDG Gold,MDG 307 1723-2,
064_5,64,5,2,1988,Lindsay String Quartet,ASV,CD DCA 637,"Recorded in 1987; re-released in 1990 on Musical Heritage Society MHS 512522W, in 1995 as ASV CD QS 6145, in 1998 as CD DCS 236, in 2003 as Musical Heritage Society 5270415 and in 2007 as Sanctuary RSB 407"
064_5,64,5,2,2002,Lindsay String Quartet,ASV,CD DCA 1084,Recorded in 1999
064_5,64,5,2,2018,London Haydn Quartet,Hyperion,CDA68221,
064_5,64,5,2,1922,London String Quartet,Columbia,D 1443--D 1444,
064_5,64,5,2,1950,Magyar Vonósnégyes,RCA,LM 1076,"Re-released in 2005 as Music & Arts CD-1161; possible re-releases: Turnabout TV 34251, Angel ANG 45018, Turnabout TV 4062, Turnabout TV 34062S, Vox GBY 12080, Vox STPL 512 080, Fabbri TGM-030-136, Classical Cassette Club CCC-11"
064_5,64,5,2,1950,Max Kayser Quartett,Imperial,J 60258,
064_5,64,5,2,1977,Medici String Quartet,EMI His Master's Voice,SLS 5077 (HQS 1371--HQS 1373),Re-released in 2007 as 0946 3 97717 2 1
064_5,64,5,2,1973,Novákovo kvarteto,Saphir,25 726-1 SB,Re-released in 1978 as Mace 3606
064_5,64,5,2,1976,Panochkovo kvarteto,Supraphon,1 11 1683,Re-released in 1981 as Quintessence PMC-7183
064_5,64,5,2,1950,Paul McDermott String Quartet,Magnasound,MT-01,Also issued as Viking V 450-1
064_5,64,5,2,2002,Pražákovo kvarteto,Praga Digitals,PRD 250 169,
064_5,64,5,2,2010,Quartetto d'archi della Scala,Amadeus,AM 251-2 DP,
064_5,64,5,2,1966,Quartetto italiano,Philips,SAL 3591,"Also issued as 7310 577; re-released in 1969 as D 88406 Y, in 1982 as 6570 577, in 1990 as 426 097-2 and in 2015 as Decca 478 8824"
064_5,64,5,2,1923,Quatuor Capet,Columbia,D13070--D13072,"Re-released in 1995 as Biddulph LAB 097, in the 2000s as Dis PCCD 20039--PCCD 20044 and in 2004 as Opus Kura OPK-2051"
064_5,64,5,2,2006,Quatuor Ébène,Mirare,MIR013,
064_5,64,5,2,2008,Quatuor Lœwenguth,Doremi,DHR-7846--DHR-7848,
064_5,64,5,2,2001,Quatuor Mosaïques,Astrée,E 8875,Re-released in 2009 as Naïve NAI 8924 and in 2013 as Naïve V 5357
064_5,64,5,2,1980,Richard Böhm Quartett,TopSound Classic,Top-466,Re-released in 1984 as Classicaphon (Q) 30026 and in 1985 as (Q) 30056
064_5,64,5,2,1995,Rosamunde Quartett München,Berlin Classics,0011272BC,Re-released in 2007 as 0013842BC
064_5,64,5,2,1994,Royal Philharmonic Chamber Ensemble,Tring,TRP028,Re-released in 1999 as Platinum 2862 and in 2000 as Trumpets of Jericho 204428-201
064_5,64,5,2,1983,Salomon String Quartet,Folio Society,FS 1013--FS 1014,Recorded in 1982; re-released in 1985 as Oiseau Lyre 414 172-1
064_5,64,5,2,1996,Salomon String Quartet,Hyperion,CDA67012,Recorded in 1995
064_5,64,5,2,2009,Schuppanzigh Quartett,Accent,ACC 24220,
064_5,64,5,2,1953,Smetanovo kvarteto,Supraphon,ALPV 393,Re-released in 1981 as Denon OX-7212-ND and in 1998 as Testament SBT 1118; possible re-releases: His Master's Voice ASD 2644 and 1E 063 29 203
064_5,64,5,2,1986,Smetanovo kvarteto,Denon,33CO--1129,Recorded in 1980
064_5,64,5,2,1994,Streichquartett Bamberg,SUISA,RC 93226,
064_5,64,5,2,1982,Takács Quartet,Opus,9110 1274--9110 1275,
064_5,64,5,2,1977,Tátrai Vonósnégyes,Hungaroton,SLPX 11838--SLPX 11840,Re-released in 1987 as HCD 11838-2--HCD 11839-2
